task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
cselling,42,"Selling a product or service in a secretarial or administrative role, which may involve explaining features, processing orders, and handling customer inquiries.","LLMs can assist with product information retrieval and potentially some aspects of customer interaction, but closing sales often requires human persuasion.",0.2,0.4,0.4,0
cproduct,42,"Knowledge of particular products or services relevant to a secretarial or administrative role, enabling accurate information sharing and customer support.","LLMs excel at providing and summarizing product information, potentially significantly reducing time spent on research and information retrieval.",0.1,0.6,0.3,0
cmotivat,42,Motivating the staff whom you manage or supervise,"While LLMs can offer some suggestions for motivational techniques, the primarily interpersonal nature of motivation limits significant time reduction.",0.7,0.2,0.1,0
cthings,42,Keeping a close control over resources,"LLMs can assist with resource tracking and analysis, but integration with existing systems (E2) offers the greatest potential for time savings.",0.2,0.3,0.5,0
ccoach,42,Coaching the staff whom you manage,"Similar to motivation, coaching relies heavily on interpersonal skills, limiting LLM impact, though they can provide some helpful resources (E1).",0.6,0.3,0.1,0
ccareers,42,Developing the careers of the staff whom you manage,"LLMs can assist with career development planning and resource identification, potentially leading to significant time savings (E1), further enhanced by specialized applications (E2).",0.4,0.4,0.2,0
cfuture,42,Making strategic decisions about the future of your organisation,"While LLMs can provide data analysis and insights, strategic decision-making still relies heavily on human judgment and experience, limiting time reduction potential.",0.5,0.3,0.2,0
cteach,51,"Instructing, training, or teaching people, individually or in groups within the context of skilled agricultural and related trades.","While LLMs can provide supplemental materials and lesson plans (E1, E2), much of agricultural training is hands-on and experiential, limiting LLM impact (E0); image recognition has niche applications (E3).",0.4,0.3,0.25,0.05
cspeech,51,"Making speeches or presentations related to agricultural practices, products, or advocacy.","LLMs can significantly aid in drafting and refining presentations (E1), and integrated tools could further enhance delivery (E2), but the core task remains human-led (E0); image generation could be marginally useful (E3).",0.2,0.5,0.25,0.05
cpersuad,51,"Persuading or influencing others, such as advocating for agricultural policies, promoting products, or negotiating sales within the agricultural sector.","LLMs can assist in crafting persuasive arguments and generating marketing materials (E1), and CRM integration could further personalize outreach (E2), but establishing trust and building relationships remains crucial (E0); image generation has limited impact (E3).",0.3,0.4,0.25,0.05
cteamwk,51,Working with a team of people in the context of skilled agricultural and related trades.,"Teamwork in agriculture relies heavily on in-person communication and coordination, limiting LLM impact.",0.9,0.05,0.05,0
clisten,51,Listening carefully to colleagues in the context of skilled agricultural and related trades.,Listening carefully is a fundamental human interaction with minimal potential for LLM enhancement in this context.,0.95,0.05,0,0
ccoop,51,Cooperating with colleagues in the context of skilled agricultural and related trades.,"Cooperation in this field relies primarily on practical coordination and shared physical work, limiting LLM applicability.",0.9,0.05,0.05,0
cwrite,51,"Writing material such as forms, notices, or signs in the context of skilled agricultural and related trades.","LLMs can significantly assist with generating text for simple forms, notices, and signs, but some tasks may require specific formatting or handwritten elements.",0.2,0.6,0.2,0
cwritesh,51,"Writing short documents such as short reports, letters, or emails in the context of skilled agricultural and related trades.","LLMs are highly effective at generating short documents like reports, letters, and emails, potentially saving significant time, although some customization may still be needed.",0.1,0.7,0.2,0
cwritelg,51,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, in the context of skilled agricultural and related trades.","While LLMs can assist with drafting and editing long documents, significant human input is still required for content creation, research, and fact-checking in specialized agricultural topics.",0.2,0.5,0.3,0
cread,51,"Reading written information such as forms, notices, or signs in the context of skilled agricultural and related trades.","Reading short, simple texts like forms, notices, or signs offers minimal opportunity for LLM-driven time savings in this occupation.",0.9,0.05,0.05,0
cshort,51,"Reading short documents such as short reports, letters, or emails in the context of skilled agricultural and related trades.","While LLMs could offer summarization or analysis for short documents, the time savings are likely to be limited for this occupation.",0.7,0.15,0.15,0
clong,51,"Reading long documents such as long reports, manuals, articles, or books in the context of skilled agricultural and related trades.","LLMs can significantly reduce time spent reading long documents through summarization, key information extraction, and question answering, especially with integration into specialized agricultural platforms.",0.4,0.3,0.3,0
canalyse,51,Analyzing complex problems in depth related to agriculture and related trades.,"While LLMs can provide some information and analysis, many agricultural problems require direct observation and hands-on experience, limiting the impact of LLMs alone.",0.4,0.3,0.2,0.1
cfaults,51,Spotting problems or faults in agriculture and related trades.,"Visual inspection remains crucial for spotting problems, but image recognition and LLM-powered diagnostic tools could assist in identification and analysis.",0.3,0.2,0.3,0.2
ccause,51,Working out the cause of problems or faults in agriculture and related trades.,"LLMs can assist in diagnosing causes based on symptoms, but practical experience and direct observation are often essential for accurate determination.",0.3,0.3,0.3,0.1
csolutn,51,Thinking of solutions to problems in agriculture and related trades.,"LLMs can provide relevant information and suggest potential solutions, but practical feasibility and specific circumstances often require human judgment.",0.2,0.4,0.3,0.1
cspecial,51,"Utilizing specialized knowledge or understanding related to agriculture, horticulture, or related trades.","While experience remains crucial, LLMs can provide quick access to relevant information, best practices, and research, potentially reducing research time significantly.",0.2,0.4,0.35,0.05
cupto,51,"Keeping up-to-date with and applying new knowledge related to agricultural practices, horticultural techniques, or related trades to one's job.","LLMs excel at summarizing new research and best practices, making it easier for agricultural workers to stay current, though practical application still requires hands-on experience.",0.1,0.5,0.35,0.05
cideas,51,"Developing new or improved work processes, products, or services within agriculture, horticulture, or related trades.","LLMs can assist with brainstorming and research for new ideas, but practical implementation and testing in agricultural settings still require significant time and resources.",0.25,0.4,0.3,0.05
cstats,51,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While some advanced calculations might benefit from LLM-powered tools (E1 and E2), many routine calculations in agriculture are simple enough to be handled by existing tools (E0), and image processing is not relevant (E3).",0.6,0.2,0.2,0
ccalca,51,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is already efficiently handled by calculators or simple computer functions, minimizing the potential impact of LLMs (E1 and E2), with image processing irrelevant (E3).",0.9,0.05,0.05,0
cpercent,51,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs (E1 and E2), and image processing is not relevant (E3).",0.85,0.1,0.05,0
cstrength,51,"Carrying, pushing, or pulling heavy objects in the context of skilled agricultural and related trades.","This task is primarily physical, with minimal potential for LLM impact beyond specialized robotic applications (E2).",0.95,0,0.05,0
cstamina,51,Working for long periods on physical activities in the context of skilled agricultural and related trades.,"Physical endurance is inherent to the occupation, with limited scope for LLM-driven time reduction except through automation (E2).",0.95,0,0.05,0
chands,51,"Mending, repairing, assembling, constructing, or adjusting things in the context of skilled agricultural and related trades.","While primarily hands-on, LLMs could offer some guidance (E1) and AR applications could provide real-time assistance (E2), with limited image-based applications (E3).",0.7,0.05,0.2,0.05
ctools,51,"Knowledge of how to use or operate tools, equipment, or machinery in the context of skilled agricultural and related trades.","LLMs could provide instructions and troubleshooting (E1), while AR/VR training and smart tools could enhance operation (E2), with limited image-based applications (E3).",0.6,0.1,0.25,0.05
cplanme,51,"Planning one's own activities in the context of skilled agricultural and related trades, such as scheduling planting, harvesting, equipment maintenance, or animal care.","While basic scheduling assistance is possible, much of the planning relies on direct experience with specific land, animals, and unpredictable factors like weather, limiting LLM impact.",0.7,0.2,0.1,0
cplanoth,51,"Planning the activities of others (e.g., farmhands, horticultural assistants) in skilled agricultural and related trades, involving assigning tasks, scheduling work, and coordinating resources.","LLMs could assist with basic scheduling and task assignment, but practical knowledge and on-the-ground adjustments remain crucial, limiting potential time savings.",0.6,0.25,0.15,0
cmytime,51,"Organizing one's own time effectively to manage various agricultural or related trade tasks, considering seasonal demands, weather conditions, and equipment availability.","Existing tools like calendars and personal organizers already address basic time management, and the unpredictable nature of the work limits LLM impact.",0.75,0.15,0.1,0
cahead,51,"Thinking ahead and anticipating future needs in skilled agricultural and related trades, such as predicting crop yields, planning for seasonal changes, or anticipating equipment maintenance.","LLMs could offer some insights based on historical data or best practices, but experience and local knowledge remain essential for accurate forecasting.",0.65,0.2,0.15,0
cimpl,51,"Developing plans to put new ideas into practice in skilled agricultural and related trades, such as implementing new irrigation techniques, adopting new crop varieties, or integrating new technologies.","LLMs can assist in research, planning, and resource allocation for new implementations, potentially offering significant time savings, but practical execution remains crucial.",0.5,0.3,0.2,0
cmefeel,51,Managing your own feelings in the context of skilled agricultural and related trades.,"Managing one's feelings in this occupation relies primarily on personal coping mechanisms and social support, with minimal impact from LLMs.",0.95,0.05,0,0
cothfeel,51,Handling the feelings of other people in the context of skilled agricultural and related trades.,"While LLMs could offer some communication tips, handling others' feelings primarily relies on interpersonal skills and empathy, making significant LLM impact unlikely in this occupation.",0.9,0.1,0,0
clookprt,51,Looking the part in the context of skilled agricultural and related trades.,"Looking the part in this occupation is determined by practical work attire and physical presentation, with no relevance to LLMs.",1,0,0,0
csoundprt,51,Sounding the part in the context of skilled agricultural and related trades.,"While LLMs might offer minor assistance with technical terminology, sounding the part in this occupation primarily depends on experience and practical knowledge, limiting LLM impact.",0.95,0.05,0,0
cpeople,51,"Dealing with people in the context of skilled agricultural and related trades, such as interacting with customers, suppliers, or colleagues.","While LLMs could offer some communication assistance (E1) or CRM enhancements (E2), much of 'dealing with people' in this occupation relies on in-person interaction and practical skills, limiting LLM impact (E0).",0.7,0.2,0.1,0
ccaring,51,"Counselling, advising, or caring for customers or clients in the context of skilled agricultural and related trades, such as providing advice on plant care or livestock management.","LLMs can provide information and support (E1), and specialized apps could further enhance advice (E2), but practical experience and personalized service remain crucial (E0).",0.5,0.3,0.2,0
cselling,51,"Selling a product or service in the context of skilled agricultural and related trades, such as selling produce, livestock, or landscaping services.","LLMs can assist with marketing and sales communications (E1), and integrated CRM systems could further automate sales processes (E2), but building customer relationships and in-person sales remain important (E0).",0.4,0.3,0.3,0
cproduct,51,"Knowledge of particular products or services in the context of skilled agricultural and related trades, such as understanding different types of crops, livestock, or horticultural equipment.","LLMs excel at providing quick access to product information (E1), and specialized apps could offer tailored advice (E2), but practical experience remains valuable (E0).",0.2,0.6,0.2,0
cmotivat,51,Motivating the staff in a skilled agricultural or related trade setting.,"Motivation relies heavily on interpersonal skills and direct communication, limiting LLM impact, though they could offer some templated advice or feedback (E1) or integrate with scheduling/communication tools (E2).",0.7,0.2,0.1,0
cthings,51,"Keeping a close control over resources like equipment, supplies, and finances within agriculture.","While some resource management is hands-on, LLMs can assist with inventory tracking, budget analysis, and generating reports (E1), with greater potential through integration with specialized agricultural management software (E2).",0.2,0.3,0.5,0
ccoach,51,"Coaching staff on agricultural techniques, equipment operation, and safety procedures.","While practical demonstration remains crucial, LLMs can provide training materials, best practice summaries, and answer technical questions (E1), potentially integrated with training platforms or AR systems (E2).",0.5,0.3,0.2,0
ccareers,51,"Developing the careers of staff in agricultural roles, including training and advancement opportunities.","Career development involves personalized guidance and mentorship, limiting direct LLM impact, though they can assist with identifying training resources and creating development plans (E1) or integrate with HR systems (E2).",0.6,0.25,0.15,0
cfuture,51,"Making strategic decisions about the future of an agricultural organization, considering market trends, technological advancements, and sustainability.","LLMs can significantly assist in gathering and analyzing market data, researching new technologies, and generating reports to inform strategic decisions (E1), with further potential through integration with specialized agricultural planning software (E2).",0.3,0.4,0.3,0
cteach,52,"Instructing, training, or teaching people, individually or in groups within the context of skilled metal, electrical, and electronic trades.","While hands-on training remains crucial, LLMs can assist in creating training materials, providing explanations, and offering personalized feedback, especially when integrated with practical demonstrations or simulations.",0.2,0.4,0.35,0.05
cspeech,52,"Making speeches or presentations related to skilled metal, electrical, and electronic trades.","LLMs can significantly aid in drafting and structuring presentations, but the delivery and Q&A still heavily rely on personal expertise and experience.",0.4,0.5,0.1,0
cpersuad,52,"Persuading or influencing others in the context of skilled metal, electrical, and electronic trades, such as convincing a client to choose a specific repair solution or advocating for a particular design approach.","Persuasion often relies on establishing trust and rapport, which are primarily human-driven, though LLMs can assist in preparing arguments and providing supporting data.",0.6,0.3,0.1,0
cteamwk,52,"Working with a team of people in skilled metal, electrical, and electronic trades.","Teamwork in these trades relies heavily on real-time, in-person coordination and physical collaboration, making significant LLM impact unlikely.",0.9,0.05,0.05,0
clisten,52,"Listening carefully to colleagues in skilled metal, electrical, and electronic trades.","Listening in these trades is primarily direct, real-time communication essential for safety and coordination, with minimal LLM applicability.",0.95,0.05,0,0
ccoop,52,"Cooperating with colleagues in skilled metal, electrical, and electronic trades.","Cooperation in these trades involves practical, coordinated actions and real-time problem-solving, limiting LLM impact.",0.9,0.05,0.05,0
cwrite,52,"Writing material such as forms, notices, or signs in the context of skilled metal, electrical, and electronic trades.","While simple forms and notices might see substantial time savings with LLMs (E1), more complex forms or signage requiring specific technical details might benefit less, hence some E0 probability.  E2 reflects potential gains from integrated job management systems.",0.2,0.6,0.2,0
cwritesh,52,"Writing short documents such as short reports, letters, or emails in the context of skilled metal, electrical, and electronic trades.","LLMs can significantly assist with drafting short reports, emails, and letters (E1), especially for tasks like summarizing work completed or requesting parts. E2 accounts for potential time savings from integrated communication platforms within job management systems.",0.1,0.7,0.2,0
cwritelg,52,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, in the context of skilled metal, electrical, and electronic trades.","While LLMs can assist with grammar, spelling, and structuring longer documents (E1), the technical detail and specialized knowledge required in this occupation mean significant human input is still necessary (E0). E2 represents the potential for integrated documentation tools within specialized engineering or technical software.",0.4,0.4,0.2,0
cread,52,"Reading written information such as forms, notices or signs in the context of skilled metal, electrical, and electronic trades.","Reading short, simple texts like forms, notices, or signs is already quick and straightforward for most workers in these trades, leaving minimal room for LLM impact.",0.9,0.05,0.05,0
cshort,52,"Reading short documents such as short reports, letters or emails in the context of skilled metal, electrical, and electronic trades.","While LLMs could summarize or extract key information from short documents, the time savings might not consistently reach the 25% threshold for many workers in these trades.",0.7,0.15,0.15,0
clong,52,"Reading long documents such as long reports, manuals, articles or books in the context of skilled metal, electrical, and electronic trades.","LLMs have greater potential to significantly reduce time spent reading long, complex technical documents like manuals or reports by summarizing, extracting key information, or answering specific questions.",0.4,0.3,0.3,0
canalyse,52,Analysing complex problems in depth,"While LLMs could offer some diagnostic support, many problems in these trades require physical inspection and hands-on troubleshooting, limiting LLM impact.",0.4,0.3,0.2,0.1
cfaults,52,Spotting problems or faults,"Spotting faults often relies on visual inspection and tactile experience, making LLMs less impactful than existing diagnostic tools and skilled observation.",0.6,0.15,0.15,0.1
ccause,52,Working out the cause of problems or faults,"LLMs could provide some assistance in diagnosing causes, but hands-on experience and specialized diagnostic tools remain crucial.",0.45,0.25,0.2,0.1
csolutn,52,Thinking of solutions to problems,"LLMs could offer potential solutions based on a broader knowledge base, but practical experience and specific job constraints often necessitate adaptation.",0.35,0.35,0.2,0.1
cspecial,52,Specialist knowledge or understanding,"While hands-on experience remains crucial, LLMs can significantly aid access to specialized knowledge, especially with future tool integration.",0.2,0.4,0.35,0.05
cupto,52,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at summarizing new information and research, directly impacting knowledge updates in this field.",0.1,0.5,0.35,0.05
cideas,52,"Developing new or improved work processes, products or services","Though practical implementation requires physical work, LLMs can contribute significantly to the ideation and design stages.",0.25,0.35,0.35,0.05
cstats,52,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While some skilled trades may use advanced calculations (e.g., tolerances, material stress), most daily tasks involve simpler math, limiting LLM impact.",0.7,0.15,0.1,0.05
ccalca,52,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is efficiently handled by existing tools like calculators and readily available computer software, minimizing LLM impact.",0.9,0.05,0.03,0.02
cpercent,52,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.03,0.02
cstrength,52,"Carrying, pushing, or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through future robotic integration (E2).",0.95,0,0.05,0
cstamina,52,Working for long periods on physical activities,"Physical stamina is inherent to the worker and not amenable to LLM assistance, barring highly speculative future technologies.",0.99,0,0.01,0
chands,52,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, AR applications powered by LLMs could provide real-time guidance and instructions, increasing efficiency (E2), and image recognition might aid in diagnostics (E3).",0.7,0.05,0.2,0.05
ctools,52,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide quick access to manuals and training materials (E1), and AR overlays could offer real-time guidance on tool usage (E2), with some potential for image-based tool recognition (E3).",0.5,0.2,0.25,0.05
cplanme,52,"Planning one's own activities within the context of skilled metal, electrical, and electronic trades.","While basic scheduling could be aided by LLMs, much of the planning involves physical assessments and adjustments specific to each job, limiting LLM impact.",0.7,0.2,0.1,0
cplanoth,52,"Planning the activities of others (e.g., apprentices, assistants) in skilled metal, electrical, and electronic trades.","LLMs could assist with task delegation and scheduling, but the dynamic nature of these trades and the need for on-site adjustments limit the potential for significant time reduction.",0.6,0.25,0.15,0
cmytime,52,"Organizing one's own time in the context of skilled metal, electrical, and electronic trades, including scheduling appointments, managing work orders, and tracking project progress.","LLMs could assist with scheduling and task management, potentially offering moderate time savings through optimized routines or reminders, but much of the work is driven by external factors (e.g., client needs, material availability).",0.5,0.3,0.2,0
cahead,52,"Thinking ahead and anticipating potential challenges or opportunities in skilled metal, electrical, and electronic trades projects.","Foresight in these trades relies heavily on experience and practical knowledge, making it difficult for LLMs to significantly reduce the time spent on this task.",0.8,0.15,0.05,0
cimpl,52,"Developing plans to put new ideas into practice in skilled metal, electrical, and electronic trades, such as implementing new techniques or adopting new technologies.","While LLMs could assist with research and information gathering, the practical implementation of new ideas in these trades often requires hands-on experimentation and adaptation, limiting the potential for substantial time reduction.",0.65,0.2,0.15,0
cmefeel,52,"Managing your own feelings in the context of skilled metal, electrical, and electronic trades.","Managing one's feelings is a personal, internal process with limited applicability for LLM-driven time reduction in this occupation.",0.95,0.05,0,0
cothfeel,52,"Handling the feelings of other people in the context of skilled metal, electrical, and electronic trades.","While LLMs could offer some communication assistance, handling others' feelings primarily relies on interpersonal skills, limiting significant time reduction potential.",0.8,0.15,0.05,0
clookprt,52,"Looking the part (presenting a professional appearance) in skilled metal, electrical, and electronic trades.","Looking the part is entirely dependent on personal choices and actions, with no direct impact from LLMs.",1,0,0,0
csoundprt,52,"Sounding the part (communicating effectively and professionally) in skilled metal, electrical, and electronic trades.","While LLMs could potentially assist with written communication, the core of 'sounding the part' relies on interpersonal skills and technical expertise, limiting LLM impact.",0.75,0.2,0.05,0
cpeople,52,"Dealing with people in the context of skilled metal, electrical, and electronic trades.","Direct interaction and hands-on work limit LLM impact, though some assistance with communication or scheduling is possible.",0.7,0.2,0.1,0
ccaring,52,"Counselling, advising, or caring for customers or clients related to metal, electrical, or electronic services.","While LLMs can provide technical information, establishing trust and addressing individual needs remains crucial, limiting time reduction.",0.6,0.25,0.15,0
cselling,52,"Selling a product or service related to metal, electrical, or electronic trades.","LLMs can assist with product information and potentially generating quotes, but closing deals often relies on personal interaction.",0.4,0.3,0.3,0
cproduct,52,"Knowledge of particular products or services related to metal, electrical, and electronic trades.","LLMs excel at providing quick access to product specifications, manuals, and troubleshooting information, significantly reducing research time.",0.1,0.6,0.3,0
cmotivat,52,Motivating the staff whom you manage or supervise,"Motivating staff in skilled trades relies heavily on interpersonal skills and direct interaction, limiting LLM impact, though LLMs could offer some support for communication and feedback.",0.6,0.2,0.2,0
cthings,52,Keeping a close control over resources,"While currently relying on manual tracking and spreadsheets, resource management in skilled trades could be significantly improved by LLM-powered applications integrating with inventory and project management systems.",0.2,0.2,0.6,0
ccoach,52,Coaching the staff whom you manage,"Coaching in skilled trades involves hands-on demonstrations and personalized feedback, limiting direct LLM impact, though LLMs could assist with generating training materials and tracking progress.",0.5,0.3,0.2,0
ccareers,52,Developing the careers of the staff whom you manage,"LLMs could directly assist in identifying training opportunities and creating development plans, but practical application and mentorship remain crucial.",0.4,0.4,0.2,0
cfuture,52,Making strategic decisions about the future of your organisation,"LLMs can assist with data analysis and trend identification for strategic decision-making, but human judgment and industry expertise remain essential in skilled trades.",0.3,0.3,0.4,0
cteach,53,"Instructing, training, or teaching people, individually or in groups","While hands-on training remains crucial, LLMs can assist with lesson planning, creating training materials, and providing standardized instructions, potentially reducing preparation time.",0.3,0.4,0.25,0.05
cspeech,53,Making speeches or presentations,"Speeches and presentations are infrequent in this occupation, and while LLMs can help with drafting, the core task relies on personal communication and context.",0.6,0.3,0.1,0
cpersuad,53,Persuading or influencing others,"Persuasion relies heavily on interpersonal skills and trust, limiting the impact of LLMs, though they could provide talking points or assist with written communication.",0.7,0.2,0.1,0
cteamwk,53,Working with a team of people in a skilled construction and building trade context.,"Teamwork in construction relies heavily on real-time, in-person coordination and physical collaboration, making significant LLM impact unlikely.",0.9,0.05,0.05,0
clisten,53,Listening carefully to colleagues in a skilled construction and building trade environment.,"Listening in construction contexts is primarily direct, real-time communication, with limited potential for LLM enhancement.",0.95,0.05,0,0
ccoop,53,Cooperating with colleagues in a skilled construction and building trade setting.,"Cooperation in construction involves practical, coordinated actions, where LLMs offer minimal time-saving potential.",0.9,0.05,0.05,0
cwrite,53,"Writing material such as forms, notices, or signs in the context of skilled construction and building trades.","While simple forms and notices might see benefits from LLMs (E1, E2), many signs and job-specific forms are pre-printed or require minimal writing, limiting overall impact (E0).",0.4,0.3,0.3,0
cwritesh,53,"Writing short documents such as short reports, letters, or emails in the context of skilled construction and building trades.","LLMs can significantly assist with composing short reports, letters, and emails (E1), and integration with existing tools could further enhance efficiency (E2), though some tasks may remain unaffected (E0).",0.2,0.5,0.3,0
cwritelg,53,"Writing long documents with correct spelling and grammar such as long reports, manuals, articles, or books in the context of skilled construction and building trades.","While LLMs can assist with grammar and structure (E1), the need for technical accuracy and job-specific knowledge in longer documents limits the potential for significant time reduction (E0), with some potential for integrated tools (E2).",0.6,0.3,0.1,0
cread,53,"Reading written information such as forms, notices or signs in the context of skilled construction and building trades.","Reading short, simple texts like forms, notices, or signs is already quick and straightforward for construction workers, leaving minimal room for LLMs to improve efficiency by 25%.",0.9,0.05,0.05,0
cshort,53,"Reading short documents such as short reports, letters or emails in the context of skilled construction and building trades.","While LLMs could summarize or extract key information from short documents, the time savings might not consistently reach 25% for most construction-related communications.",0.7,0.15,0.15,0
clong,53,"Reading long documents such as long reports, manuals, articles or books in the context of skilled construction and building trades.","LLMs have greater potential to significantly reduce time spent reading lengthy technical manuals or reports by summarizing key information, making E1 and E2 more likely, though direct reading is still often necessary (E0).",0.4,0.3,0.3,0
canalyse,53,Analyzing complex problems in depth in the context of skilled construction and building trades.,"While LLMs could offer some theoretical assistance, the practical, hands-on nature of problem-solving in construction limits their impact.",0.7,0.15,0.1,0.05
cfaults,53,Spotting problems or faults in construction and building projects.,"Visual inspection remains crucial, but image recognition combined with LLMs could assist in identifying and classifying faults, potentially leading to significant time savings.",0.5,0.1,0.2,0.2
ccause,53,Working out the cause of problems or faults in construction projects.,"LLMs could provide some diagnostic support based on descriptions of the fault, but hands-on investigation and experience remain essential.",0.6,0.2,0.15,0.05
csolutn,53,Thinking of solutions to problems encountered in construction projects.,"LLMs could offer potential solutions based on best practices and similar cases, but practical feasibility and on-site constraints require human judgment.",0.5,0.25,0.2,0.05
cspecial,53,Specialist knowledge or understanding,"While hands-on experience remains crucial, LLMs can provide quick access to specialized knowledge, potentially reducing research time, especially when integrated with trade-specific applications.",0.2,0.4,0.35,0.05
cupto,53,Keeping up-to-date with and applying new knowledge to your job,"LLMs can significantly reduce time spent on staying updated with new building codes, material information, and best practices, though practical application still requires hands-on experience.",0.15,0.5,0.3,0.05
cideas,53,"Developing new or improved work processes, products or services","LLMs can assist in generating ideas and researching solutions, but practical implementation and testing in construction heavily rely on physical work and trade expertise.",0.3,0.3,0.3,0.1
cstats,53,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While some advanced calculations might be used for material estimation or project planning, most tasks involve simpler calculations readily handled by existing tools like calculators or spreadsheets, limiting LLM impact.",0.7,0.15,0.1,0.05
ccalca,53,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic in construction is efficiently handled by calculators and mental math, with minimal potential for LLM time reduction.",0.9,0.05,0.03,0.02
cpercent,53,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Calculations with decimals, percentages, or fractions are typically straightforward and efficiently handled by existing tools, offering limited opportunity for significant LLM impact.",0.85,0.1,0.03,0.02
cstrength,53,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through future robotic integration (E2).",0.95,0,0.05,0
cstamina,53,Working for long periods on physical activities,"Physical stamina is inherently human, with negligible potential for LLM influence except perhaps through future exoskeleton technology (E2).",0.99,0,0.01,0
chands,53,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, LLMs could offer some guidance (E1) and AR/image recognition could assist with complex assemblies or repairs (E2/E3).",0.7,0.05,0.2,0.05
ctools,53,"Knowledge of how to use or operate tools, equipment or machinery","LLMs could provide instructions or troubleshooting (E1), while AR overlays or image recognition could guide tool usage in real-time (E2/E3).",0.5,0.2,0.25,0.05
cplanme,53,Planning one's own activities in the context of skilled construction and building trades.,"While basic task lists and scheduling could be aided by LLMs, much of the planning involves physical considerations and on-site adjustments, limiting LLM impact.",0.7,0.2,0.1,0
cplanoth,53,"Planning the activities of others in the context of skilled construction and building trades, such as delegating tasks to a team or coordinating with other trades.","LLMs could assist with scheduling and communication, but real-time coordination and on-site adjustments still heavily rely on human interaction and expertise.",0.5,0.3,0.2,0
cmytime,53,"Organizing one's own time in the context of skilled construction and building trades, including scheduling tasks, managing deadlines, and prioritizing work.","LLMs can offer some assistance with scheduling and reminders, but much of time management in this occupation depends on unpredictable on-site factors.",0.6,0.25,0.15,0
cahead,53,"Thinking ahead in the context of skilled construction and building trades, such as anticipating potential problems, preparing for upcoming tasks, and considering material needs.","Foresight in construction relies heavily on experience and on-site assessment, making it difficult for LLMs to significantly reduce time spent.",0.75,0.15,0.1,0
cimpl,53,"Developing plans to put new ideas into practice in the context of skilled construction and building trades, such as incorporating new techniques or materials into a project.","While LLMs could assist with research and initial planning, practical implementation and on-site adjustments remain largely manual and experience-driven.",0.6,0.2,0.2,0
cmefeel,53,Managing your own feelings,"Managing one's feelings in construction relies heavily on personal strategies and coping mechanisms, with minimal impact from current LLM capabilities.",0.9,0.05,0.05,0
cothfeel,53,Handling the feelings of other people,"While LLMs could offer some communication guidance, handling others' feelings in construction primarily depends on interpersonal skills and experience, making significant LLM-driven time reduction unlikely.",0.85,0.1,0.05,0
clookprt,53,Looking the part,"Looking the part in construction involves wearing appropriate safety gear and attire, a primarily physical task with minimal LLM relevance, though AR applications could offer some future potential.",0.95,0,0.05,0
csoundprt,53,Sounding the part,"Sounding the part in construction relies on clear communication and professional conduct, where LLMs might offer some assistance but are unlikely to significantly reduce time spent on the task itself.",0.9,0.05,0.05,0
cpeople,53,Dealing with people in the context of skilled construction and building trades.,"Direct interaction and on-site problem-solving remain crucial, limiting LLM impact despite potential communication assistance.",0.7,0.2,0.1,0
ccaring,53,"Counselling, advising, or caring for customers or clients in the context of skilled construction and building trades.","While LLMs can provide information, establishing trust and addressing client-specific needs still rely heavily on personal interaction.",0.6,0.25,0.15,0
cselling,53,Selling a product or service related to skilled construction and building trades.,"LLMs can assist with generating quotes, proposals, and marketing materials, but closing deals often requires personal engagement.",0.4,0.3,0.3,0
cproduct,53,Knowledge of particular products or services relevant to skilled construction and building trades.,"LLMs excel at providing quick access to product information and specifications, potentially reducing research time significantly.",0.2,0.5,0.3,0
cmotivat,53,Motivating the staff whom you manage or supervise,"Motivating staff in construction relies heavily on interpersonal skills and on-site presence, limiting LLM impact despite potential for generating motivational content.",0.7,0.2,0.1,0
